Zip Code,DOF Benchmarking Submission Status,Site EUI(kBtu/ft2),Weather Normalized Site EUI(kBtu/ft2),Source EUI(kBtu/ft2),Weather Normalized Source EUI(kBtu/ft2),ENERGY STAR Score,Total GHG Emissions(MtCO2e),Direct GHG Emissions(MtCO2e),Indirect GHG Emissions(MtCO2e),Primary Property Type - Self Selected
10128,In Compliance ,48,45.4,150.6,142.4,25,3677,0,3677,Multifamily Housing
10280,In Compliance ,43,41.7,92.7,91.3,92,658.8,239.1,419.7,Multifamily Housing
10016,In Compliance ,89.7,86.1,194.8,190.7,13,415.8,148.2,267.6,Multifamily Housing
10468,In Compliance ,201.3,201.3,263.9,263.9,2,7901.2,6461.6,1439.7,Multifamily Housing
11375,In Compliance ,114.6,112.3,164.8,162.3,32,1851.8,1369.6,482.2,Multifamily Housing
10463,In Compliance ,80.7,78.4,110.6,108.5,68,724.4,582.9,141.5,Multifamily Housing
10024,In Compliance ,72.4,72.1,156.9,156,32,434.9,155.5,279.4,Multifamily Housing
10075,In Compliance ,82.9,80.1,134.4,132,44,1892.5,1211.5,681,Multifamily Housing
10463,In Compliance ,99.8,86.5,137.2,123.8,49,719.9,577.6,142.3,Multifamily Housing
10016,In Compliance ,82.7,78.8,127.9,123.2,45,418.1,26,392.1,Multifamily Housing
10028,In Compliance ,106.4,99.7,163.7,156.8,19,448.4,327.5,120.9,Multifamily Housing
10021,In Compliance ,67.9,67.9,110.6,110.6,72,1071.8,713.4,358.4,Multifamily Housing
10005,In Compliance ,79.5,75.3,160.8,155.2,49,559.3,237.2,322.1,Multifamily Housing
10003,In Compliance ,82.4,79.5,146.4,142.9,53,1572.7,40.8,1532,Multifamily Housing
10028,In Compliance ,77.2,73.9,131.5,128.2,52,408,264.3,143.7,Multifamily Housing
10022,In Compliance ,165.4,162.5,295.4,291.9,64,3874.7,1298.3,2576.4,Office
10463,In Compliance ,96,96.1,154.4,154.7,23,323.7,206.2,117.5,Multifamily Housing
10463,In Compliance ,91.1,86.6,121.1,116.6,59,308.8,248.9,59.9,Multifamily Housing
10471,In Compliance ,113.5,107.9,142.5,136.9,43,525.9,458.8,67.1,Multifamily Housing
10022,In Compliance ,46023.3,43355.9,55488.6,52279.9,1,1116832,0,1116832,Office
10017,In Compliance ,77.5,75.6,194.5,191.6,77,1296.2,335.3,960.9,Office
10018,In Compliance ,75.3,72.1,183.5,180.3,75,663.1,0,663.1,Office
10017,In Compliance ,114.3,114.3,277.1,277.1,48,1708,537.1,1170.9,Office
10463,In Compliance ,123,118.6,175.1,171,4,1193.7,937.1,256.7,Multifamily Housing
10463,In Compliance ,76.6,65.3,119.2,107.9,59,478.6,344.4,134.2,Multifamily Housing
10463,In Compliance ,38.6,38.6,67,67.2,100,176.1,99.7,76.4,Multifamily Housing
10034,In Compliance ,82.4,77.3,109.8,104.7,75,394.1,328.3,65.8,Multifamily Housing
10011,In Compliance ,97,92,143,137.8,49,1095,834.1,260.9,Multifamily Housing
10022,In Compliance ,85.5,80.1,123.7,118.5,63,367.4,284.6,82.8,Multifamily Housing
10463,In Compliance ,39.5,39.5,64.6,64.9,100,145,90.1,54.9,Multifamily Housing
10461,In Compliance ,95.9,95.9,134.6,134.6,59,475.2,360.6,114.7,Multifamily Housing
10463,In Compliance ,97.9,93.3,130.7,126.3,48,470.2,390.9,79.3,Multifamily Housing
10463,In Compliance ,135.4,119.4,172.6,156.5,29,713.4,615.3,98.1,Multifamily Housing
10023,In Compliance ,97.9,93.6,150.2,145.8,70,844.9,574.1,270.9,Multifamily Housing
11355,In Compliance ,68.9,66.1,113,109.9,58,252.3,156.2,96.1,Multifamily Housing
10024,In Compliance ,44.5,42.5,66.4,64.3,99,1432.3,1011.6,420.8,Multifamily Housing
10128,In Compliance ,49,47.2,91.5,89.3,90,733.5,420.9,312.7,Multifamily Housing
11229,In Compliance ,90,88,128.9,126.8,35,445.2,329.8,115.4,Multifamily Housing
11235,In Compliance ,111.4,107.7,143.2,139.3,36,1316.6,1098.9,217.7,Multifamily Housing
10034,In Compliance ,63,60.8,91.6,89.5,94,230.9,168,62.8,Multifamily Housing
10025,In Compliance ,79,75.4,107.8,104.3,79,318,260.4,57.6,Multifamily Housing
10025,In Compliance ,71.8,68.1,99.6,95.9,88,286.3,230.6,55.7,Multifamily Housing
11201,In Compliance ,86.1,85.5,173.7,171.7,80,1311.6,659.5,652.1,Office
11691,In Compliance ,108.8,105.9,150.9,148,59,918.2,705.9,212.3,Multifamily Housing
10033,In Compliance ,146.7,140.8,205.7,199.5,6,4513.6,3429.8,1083.8,Multifamily Housing
10463,In Compliance ,83.2,77.8,111.2,105.8,77,664.1,552,112.2,Multifamily Housing
10033,In Compliance ,150,144.1,210.5,204.6,4,4521.8,3429.8,1092,Multifamily Housing
11210,In Compliance ,147.2,143.1,202,197.6,8,3501.3,2726.3,775,Multifamily Housing
11210,In Compliance ,126.2,122.6,174.2,170.4,21,1002.5,775.3,227.2,Multifamily Housing
11210,In Compliance ,144.6,140.5,197.9,193.5,9,2863.3,2235.6,627.7,Multifamily Housing
10018,In Compliance ,159,156.5,289.7,286.9,55,15908.8,6218.2,9690.6,Office
11210,In Compliance ,96.1,93.6,141.5,138.7,57,1952.3,1400.3,552,Multifamily Housing
11210,In Compliance ,145.6,141.2,201.4,196.7,10,2730.4,2106.8,623.6,Multifamily Housing
11210,In Compliance ,130.1,126.4,184.7,179.8,15,3131.3,2345.7,785.6,Multifamily Housing
10468,In Compliance ,98.5,95.6,128.5,125.8,66,554.3,469.3,85,Multifamily Housing
11210,In Compliance ,143.3,139,193.5,189,5,974.6,772.4,202.3,Multifamily Housing
10013,In Compliance ,116.8,116.7,186,185.9,3,607.2,426,181.2,Multifamily Housing
10003,In Compliance ,122.1,118.5,139,135.3,33,2211.4,2068.9,142.5,Multifamily Housing
10022,In Compliance ,108.4,105.5,252.5,249.9,16,1947.9,562.3,1385.6,Hotel
10003,In Compliance ,71.1,68.3,117.1,114.6,92,524.2,322.3,201.9,Multifamily Housing
11377,In Compliance ,106.7,102.7,153.4,149.1,59,3904.5,2878.9,1025.6,Multifamily Housing
11374,In Compliance ,82,78.2,117.1,113.2,76,552.8,410.8,141.9,Multifamily Housing
10016,In Compliance ,86.7,82.3,125.8,121.1,56,491.4,358.7,132.7,Multifamily Housing
10035,In Compliance ,51.1,50.7,86.9,86.4,97,211.7,126.7,85,Multifamily Housing
10029,In Compliance ,97.3,96.6,160.9,160.2,26,591.3,365.1,226.3,Multifamily Housing
10453,In Compliance ,84,81.2,138.2,134.8,47,501.2,309.3,191.9,Multifamily Housing
10014,In Compliance ,79.7,76,131.9,127.7,34,263.2,160.7,102.5,Multifamily Housing
10018,In Compliance ,160.4,157.4,290.3,284.7,25,1026.1,542.5,483.6,Hotel
11374,In Compliance ,100.6,97.9,314.8,306.4,31,2213.8,6.1,2207.7,Office
10004,In Compliance ,180.7,176.6,360.3,355.4,21,4873.7,76.2,4797.4,Financial Office
11235,In Compliance ,114.5,114.4,252.2,252.1,38,639.5,218.8,420.6,Retail Store
10017,In Compliance ,97.2,94.7,161.7,159.1,75,4215.2,2554.9,1660.3,Hotel
10001,In Compliance ,42.4,42.6,110.7,111.2,97,308.4,55.1,253.3,Office
10038,In Compliance ,89.2,85.9,149.3,145,31,3517.3,2112.2,1405,Multifamily Housing
10456,In Compliance ,100.7,97.3,139.6,136,46,379.8,292,87.7,Multifamily Housing
10458,In Compliance ,84.6,80.3,113.8,109,96,402.9,320.6,82.3,Multifamily Housing
10456,In Compliance ,13.4,13.4,42.2,42.2,100,76.4,0,76.4,Multifamily Housing
11358,In Compliance ,9.7,9.7,26.2,26.2,100,66.8,9.5,57.2,Multifamily Housing
11104,In Compliance ,14,14.1,34.1,34.4,100,85.6,21.1,64.5,Multifamily Housing
10014,In Compliance ,115.4,109.7,174,167.2,6,352.4,245.1,107.3,Multifamily Housing
11374,In Compliance ,7561.3,7600,23662,23783.7,1,51579.4,168.3,51411.2,Multifamily Housing
11354,In Compliance ,40.4,40.3,65.6,65.2,99,136.3,85.8,50.4,Multifamily Housing
10466,In Compliance ,88.3,84.1,116.2,111.6,93,460.2,387.9,72.4,Multifamily Housing
10453,In Compliance ,111.3,111.3,140.9,140.9,76,580.3,504,76.3,Multifamily Housing
11374,In Compliance ,42.7,42.5,130,129.5,93,1047.9,29.8,1018,Office
10028,In Compliance ,77.5,73.8,112.1,108.2,60,255.4,187.2,68.2,Multifamily Housing
10016,In Compliance ,11.3,11.4,30.3,30.4,100,87.2,13.7,73.5,Multifamily Housing
10022,In Compliance ,66.5,65.3,179.1,177.8,76,1245.4,0,1245.4,Office
11230,In Compliance ,95.6,93,126.7,124,38,518.2,418.7,99.5,Multifamily Housing
11209,In Compliance ,78.9,76.9,112.5,110.1,61,264.6,197.4,67.3,Multifamily Housing
11373,In Compliance ,101.5,98,142.3,138.7,24,353.7,271.1,82.6,Multifamily Housing
11201,In Compliance ,79.3,75.9,108.1,104.6,65,288.6,226.3,62.4,Multifamily Housing
10038,In Compliance ,46.3,46,122.7,121.9,49,845.4,138.1,707.3,Multifamily Housing
10016,In Compliance ,76.9,74.3,161.9,159.6,10,479.2,188.6,290.6,Multifamily Housing
11368,In Compliance ,67.9,68.2,211.2,212.1,70,1461.4,17.9,1443.5,Office
10036,In Compliance ,142.2,137.8,222.9,217.9,1,569.4,376.1,193.3,Multifamily Housing
10011,In Compliance ,58.2,56.1,182.7,176.2,6,456.5,0,456.5,Non-Refrigerated Warehouse
10022,In Compliance ,86.4,83.2,209.7,205.9,63,680.6,0,680.6,Office
10001,In Compliance ,34,33.8,82.2,81.7,97,223.8,56.5,167.3,Hotel
11377,In Compliance ,94.7,90.8,137.2,133.4,56,425.6,311.2,114.4,Multifamily Housing
10012,In Compliance ,79.8,76.4,146,142.1,50,412.7,213.7,199,Multifamily Housing
10011,In Compliance ,63,60.3,98.8,96.1,68,549.3,362.5,186.8,Multifamily Housing
10036,In Compliance ,115.4,110.6,245.2,235.8,38,1561.4,39.3,1522.1,Hotel
10456,In Compliance ,43.4,43.2,85.3,85.2,96,471.1,239.1,232.1,Multifamily Housing
10035,In Compliance ,50.8,50.7,97.2,97.1,92,271.8,146.3,125.5,Multifamily Housing
10022,In Compliance ,104.4,102.9,223.6,221.8,75,4343,12,4331,Office
10004,In Compliance ,87.5,84.4,222.3,219.2,66,791.8,204.9,586.9,Financial Office
10457,In Compliance ,62.8,62.6,111.2,111.8,79,383.4,214.9,168.6,Multifamily Housing
10457,In Compliance ,82.8,81,132,130.2,68,319.3,206.1,113.2,Multifamily Housing
10475,In Compliance ,49.2,49,90.7,90.2,97,527.4,297.3,230.1,Multifamily Housing
10014,In Compliance ,86.2,80.9,128,122.8,54,1018.3,772.8,245.6,Multifamily Housing
10451,In Compliance ,59.8,57.4,101.7,99.2,67,556.6,326.1,230.5,Multifamily Housing
11238,In Compliance ,105.3,100.3,144.5,139.5,35,304.5,237,67.5,Multifamily Housing
10009,In Compliance ,102.5,99.7,196.6,193.6,7,492.5,233.6,259,Multifamily Housing
10002,In Compliance ,84.6,82.1,109,106.4,80,388.8,323.5,65.2,Multifamily Housing
10128,In Compliance ,61.7,58.4,99.4,95.8,67,525.6,334,191.6,Multifamily Housing
11201,In Compliance ,87.2,83.8,125.8,122.4,38,642.4,477,165.4,Multifamily Housing
10022,In Compliance ,125,123.1,373.7,371.5,1,2143.1,0,2143.1,Multifamily Housing
11435,In Compliance ,131.7,128.8,185.4,182,30,1574.6,1200.9,373.7,Multifamily Housing
11373,In Compliance ,102.2,98.9,141.6,138.2,42,447.3,347.6,99.7,Multifamily Housing
10022,In Compliance ,60.6,58.1,101.8,99,75,2133.7,0,2133.7,Multifamily Housing
10016,In Compliance ,109.9,108,267.9,266.5,48,1418,426.4,991.7,Office
11101,In Compliance ,46.9,45.1,76.5,74.7,94,687.2,428.9,258.3,Multifamily Housing
10024,In Compliance ,67.7,64,100.1,96,81,531.6,405.7,125.9,Multifamily Housing
10024,In Compliance ,76.8,72.4,104.7,100,75,1008.1,826.2,182,Multifamily Housing
10022,In Compliance ,72.3,70.2,116.6,113.9,66,2091.8,1455.4,636.4,Multifamily Housing
10028,In Compliance ,98.7,94.1,151,146,37,819.3,559.1,260.3,Multifamily Housing
10001,In Compliance ,71.3,66.7,112.4,107.9,97,330,216.3,113.7,Office
11238,In Compliance ,84,80.5,123,119.3,70,360.9,260.5,100.4,Multifamily Housing
10017,In Compliance ,68.6,65.5,162.4,158.7,79,3161.6,17.5,3144.1,Office
10016,In Compliance ,70.1,67.5,100.9,98.1,80,246.8,181.9,65,Multifamily Housing
10012,In Compliance ,16.2,16.2,46.9,46.9,100,395,31,364.1,Multifamily Housing
10019,In Compliance ,84.7,83.5,128.6,127.2,72,2036.1,723.9,1312.2,Multifamily Housing
10024,In Compliance ,85.7,79.6,122.9,116.4,81,1763.9,1383.4,380.5,Multifamily Housing
10025,In Compliance ,33.1,32.3,43.7,42.9,100,949,799.1,149.9,Multifamily Housing
10022,In Compliance ,65.5,65.1,191.6,190.7,9,398.8,27.4,371.3,Hotel
10010,In Compliance ,102.7,102.7,143.9,143.6,23,1511.1,1207.9,303.1,Multifamily Housing
10021,In Compliance ,85.4,75.9,121.1,111.5,61,677.5,537.2,140.3,Multifamily Housing
10001,In Compliance ,63.6,61.7,139.8,138.3,93,553.2,229.6,323.7,Office
10010,In Compliance ,44.6,38.3,106.8,100.2,88,214.9,70.7,144.2,Office
10016,In Compliance ,90.5,85.7,205.6,199.4,65,3646.4,0,3646.4,Office
10016,In Compliance ,160.6,157.1,264.6,260.3,36,851.4,0,851.4,Office
10033,In Compliance ,220.3,209.1,367.3,355.6,22,3464.3,2093.6,1370.7,Office
10016,In Compliance ,88.7,88.6,143.5,143.5,70,542.2,3.5,538.7,Residence Hall/Dormitory
10075,In Compliance ,94.5,91.8,223.3,218.6,2,401.9,110.3,291.5,Multifamily Housing
10022,In Compliance ,90.6,86.3,125.3,120.8,16,758.6,614.8,143.9,Multifamily Housing
10003,In Compliance ,98.3,93.3,229.4,224.8,68,761.4,218.4,543,Office
10016,In Compliance ,70.3,67.2,186.9,183.8,76,5508.4,1125.6,4382.8,Office
10028,In Compliance ,99.5,97.3,194.1,192.3,15,1104.2,511.4,592.9,Multifamily Housing
10463,In Compliance ,159.8,156.6,334.4,324.4,16,932.4,365,567.5,Senior Care Community
10128,In Compliance ,118.5,110.7,212.9,204,6,754.6,411.2,343.5,Multifamily Housing
10013,In Compliance ,69.4,65.4,171.8,166.9,84,3975.2,1137.1,2838.1,Office
10025,In Compliance ,47.6,47.4,122.4,122.8,65,585.5,112.8,472.7,Multifamily Housing
10021,In Compliance ,121.1,119.6,261.5,259.7,5,2101,170.4,1930.7,Multifamily Housing
10014,In Compliance ,81,77.5,131.1,127.7,49,355.6,224.4,131.2,Multifamily Housing
10065,In Compliance ,99.6,95.7,172.2,168.9,3,624.5,356.3,268.2,Multifamily Housing
10011,In Compliance ,91.6,88.1,171.1,167,36,626.1,312.1,314,Multifamily Housing
10013,In Compliance ,86.1,81.4,172.9,167.9,4,354.9,152.8,202.1,Multifamily Housing
10003,In Compliance ,55.9,53.3,126.4,122.7,75,785.9,248.9,537,Multifamily Housing
10463,In Compliance ,70.7,69,90.7,88.9,86,995.8,856.9,139,Multifamily Housing
10028,In Compliance ,86,82.2,181,174.8,6,594.2,229.4,364.8,Multifamily Housing
11201,In Compliance ,73.7,71.8,134.5,132.8,25,798,415.9,382,Multifamily Housing
10075,In Compliance ,68,65.4,119.7,117,68,230.8,128,102.7,Multifamily Housing
11372,In Compliance ,64,58.5,86.3,80.9,96,246.4,203.5,42.9,Multifamily Housing
10028,In Compliance ,74.2,70.1,119.3,115.2,58,589.6,409.2,180.4,Multifamily Housing
10025,In Compliance ,82.6,79.8,112,109.1,80,364.7,287.8,76.9,Multifamily Housing
10025,In Compliance ,83.6,83.6,135.4,135.4,41,324.2,224.1,100,Multifamily Housing
10075,In Compliance ,111.3,107.1,178.2,173.8,34,2609.6,1673,936.6,Multifamily Housing
10303,In Compliance ,101.2,99.5,164.3,162.3,25,3267,2054,1213,Multifamily Housing
10019,In Compliance ,86.9,85.3,225.9,223.8,13,1509.3,274.7,1234.6,Multifamily Housing
10023,In Compliance ,75,71.9,135.4,132.4,38,995,528.7,466.3,Multifamily Housing
10036,In Compliance ,221.7,219.1,526.8,522.6,1,4026.7,322,3704.7,Hotel
10024,In Compliance ,15.9,15.7,45.3,44.8,100,115,10.5,104.5,Multifamily Housing
10065,In Compliance ,84.5,81,144,139.6,28,2082.9,26.1,2056.8,Multifamily Housing
10016,In Compliance ,21.9,21.9,63.6,63.6,100,256.1,19.2,237,Multifamily Housing
10024,In Compliance ,13.4,13.4,39.2,39,100,120.5,8.6,112,Multifamily Housing
10024,In Compliance ,13.7,13.6,40.4,40.2,100,148.5,8.6,139.9,Multifamily Housing
10024,In Compliance ,15.4,15.3,43.7,43.4,100,124,11.9,112.1,Multifamily Housing
10023,In Compliance ,78.6,75.1,114.1,110.5,61,1119,868.6,250.4,Multifamily Housing
10024,In Compliance ,74.4,71,115.4,111.4,51,1311.6,11.7,1299.9,Multifamily Housing
10024,In Compliance ,17.2,17.1,49.3,49.2,100,197.4,17,180.3,Multifamily Housing
10024,In Compliance ,13,13,37.6,37.6,100,126.1,10.2,115.9,Multifamily Housing
10024,In Compliance ,17.2,17.1,48.7,48.4,100,140.5,14,126.5,Multifamily Housing
10065,In Compliance ,93.7,93,144.5,143.6,29,6103.5,4152.2,1951.3,Multifamily Housing
10461,In Compliance ,79.7,79.7,138.9,138.9,34,375.3,211.4,163.9,Multifamily Housing
10021,In Compliance ,71,68.3,125,122.2,41,2461.9,31.8,2430.1,Multifamily Housing
10021,In Compliance ,87.4,82,122.4,117.1,47,1494.6,1197.5,297,Multifamily Housing
10128,In Compliance ,71.3,67.9,110.9,107.5,63,874.6,632.9,241.7,Multifamily Housing
10016,In Compliance ,86.4,78.9,118.8,111.2,57,384.3,312,72.3,Multifamily Housing
10032,In Compliance ,100.1,94.7,138,132.4,89,493.2,398.7,94.5,Multifamily Housing
10075,In Compliance ,122.9,116.1,157.9,151,30,518.9,446.2,72.8,Multifamily Housing
11238,In Compliance ,86,82.6,184.7,181.7,32,325.5,119.4,206,Multifamily Housing
10011,In Compliance ,66.5,64.5,114.4,112,65,1113.2,0,1113.2,Multifamily Housing
10036,In Compliance ,125.8,123.5,293.9,291.6,32,830.5,72.9,757.7,Office
10019,In Compliance ,81.5,79.5,173.9,170.6,25,1452.3,541.7,910.6,Multifamily Housing
10024,In Compliance ,71.5,69.5,97.7,95.5,92,1207.8,988.3,219.4,Multifamily Housing
10016,In Compliance ,63,59.8,150.7,146.6,32,998.6,262.6,736,Multifamily Housing
10037,In Compliance ,150,145.1,212,207.2,16,2097.9,1589.6,508.3,Multifamily Housing
10024,In Compliance ,4,4,12.5,12.5,100,25.4,0,25.4,Multifamily Housing
10018,In Compliance ,88.4,81.1,203.9,194.3,64,4376.4,1611.5,2764.9,Office
10065,In Compliance ,109.1,109.2,173.3,173.4,13,1747.1,1142.7,604.4,Multifamily Housing
10028,In Compliance ,72.4,69.9,104.7,101.9,77,497.5,370.8,126.7,Multifamily Housing
10017,In Compliance ,96,91,141.7,136.4,48,530,404.6,125.4,Multifamily Housing
10019,In Compliance ,111.7,109.4,264,261.2,65,14450.6,66.5,14384.1,Office
10018,In Compliance ,90.5,86.2,157.3,152.9,77,578.6,368.2,210.4,Office
10034,In Compliance ,122.4,122.5,159.6,159.8,49,566.9,481.5,85.4,Multifamily Housing
10023,In Compliance ,72,71.9,105.7,105.4,78,416.2,319.7,96.5,Multifamily Housing
10019,In Compliance ,83,82.7,114.8,114.6,70,614.8,496.6,118.2,Multifamily Housing
10452,In Compliance ,152.7,152.7,196.4,196.4,13,840.4,721.3,119.1,Multifamily Housing
10034,In Compliance ,113.8,113.7,143.8,143.6,49,623,541.9,81,Multifamily Housing
10040,In Compliance ,20.3,20.3,54.9,54.9,100,126.2,18.4,107.8,Multifamily Housing
10034,In Compliance ,111.8,111.7,144.4,144.2,48,561.6,480.6,81,Multifamily Housing
10040,In Compliance ,93.3,93.2,126.3,125.9,64,539.9,440.4,99.5,Multifamily Housing
10024,In Compliance ,96.3,96.2,141.6,141.2,54,596.6,457.8,138.9,Hotel
10032,In Compliance ,131.9,131.9,197.3,197.3,3,620.2,461,159.1,Multifamily Housing
10033,In Compliance ,117.3,117.3,169.9,169.9,10,671.4,521.2,150.2,Multifamily Housing
10040,In Compliance ,145.3,145,197,196.6,19,690.8,568.5,122.3,Multifamily Housing
10471,In Compliance ,94.4,94.4,135,135,70,386.7,294.7,92,Multifamily Housing
10033,In Compliance ,106.7,106.6,159,158.7,30,460.8,345.1,115.7,Multifamily Housing
10033,In Compliance ,128.2,128.2,173.4,173.4,18,684.1,564.2,119.9,Multifamily Housing
10468,In Compliance ,75.7,75.7,104.4,104.4,81,405.3,323.9,81.4,Multifamily Housing
10036,In Compliance ,184.8,184.2,415.4,413.4,4,1100.5,435.3,665.1,Office
10001,In Compliance ,585.6,585.6,686.5,686.5,1,6862.5,6291.2,571.3,Office
10016,In Compliance ,96,92.8,235.2,230.7,55,3180.8,0,3180.8,Office
10018,In Compliance ,62.8,62.3,168.9,168.9,76,484.4,0,484.4,Office
11201,In Compliance ,137,137,290.2,290.2,32,1624,740.6,883.4,Office
10022,In Compliance ,145.2,142.4,306.6,303.2,27,5688.2,0,5688.2,Office
10032,In Compliance ,110.6,110.6,167.3,167.3,28,420,297.6,122.4,Multifamily Housing
10019,In Compliance ,73,73,131.7,131.7,75,474.5,287.1,187.4,Office
10002,In Compliance ,114.5,112,231.2,229.3,32,842.1,358.6,483.5,Hotel
10012,In Compliance ,124.3,120.1,270.7,266.7,46,1632.1,617,1015.1,Office
10003,In Compliance ,61.3,58.3,121.1,118.2,78,769.1,342.5,426.5,Residence Hall/Dormitory
10003,In Compliance ,88.8,88.8,130.5,130.5,42,721.6,521.5,200.1,Multifamily Housing
10003,In Compliance ,78.6,75,106.1,102.4,73,440,363.7,76.3,Multifamily Housing
11249,In Compliance ,72.5,69.1,110.2,106,67,832.6,573.4,259.2,Multifamily Housing
11356,In Compliance ,191.1,185.8,496.3,490,46,1127.8,206.6,921.2,Supermarket/Grocery Store
10019,In Compliance ,61.1,59.2,108.9,106.9,80,372.8,202.3,170.5,Multifamily Housing
10003,In Compliance ,76.8,74.9,139.2,137.1,41,310.9,164.1,146.9,Multifamily Housing
10017,In Compliance ,94.5,92.4,195.5,193,60,2338.8,0,2338.8,Office
11235,In Compliance ,63.8,58.8,106.2,100.7,82,631.8,424.6,207.2,Multifamily Housing
11235,In Compliance ,74.5,72.8,111.8,109.5,76,777.2,551.6,225.6,Multifamily Housing
11414,In Compliance ,147.7,145.2,184.5,181.6,10,939.2,806.6,132.6,Multifamily Housing
10021,In Compliance ,46.8,45.5,69,67.6,98,579.3,442.8,136.5,Multifamily Housing
10017,In Compliance ,83.2,82.3,261.3,258.3,48,4140.9,0,4140.9,Office
11412,In Compliance ,54.3,50.4,69.3,65.1,93,505,424.5,80.5,Refrigerated Warehouse
10014,In Compliance ,72.9,71.8,142,140.9,23,1762.9,827.9,935,Multifamily Housing
10001,In Compliance ,162.6,159.3,395.9,391.9,32,678,58.1,619.9,Office
11104,In Compliance ,93.5,92.7,136.3,135.8,51,563.3,427.5,135.8,Multifamily Housing
11354,In Compliance ,80.2,76.7,118.5,114.9,65,522.1,372.5,149.6,Multifamily Housing
10010,In Compliance ,77.9,74.8,110.7,107.3,67,495.9,392.4,103.5,Multifamily Housing
10011,In Compliance ,41.5,41.5,65.7,65.7,100,447.6,317.8,129.8,Multifamily Housing
10463,In Compliance ,82.4,80,108.5,106.1,80,547.7,461.7,86,Multifamily Housing
10025,In Compliance ,110.7,106.2,186.4,181.6,26,469.4,279.6,189.9,Multifamily Housing
10019,In Compliance ,93.4,86.7,208.6,201.1,59,798.3,0,798.3,Office
10003,In Compliance ,18.1,18.1,51.6,51.8,98,210.8,19.9,191,Residence Hall/Dormitory
11236,In Compliance ,44.1,41.4,65.1,62.2,76,438.5,313.3,125.2,Non-Refrigerated Warehouse
10003,In Compliance ,66.8,66,144.8,144.7,67,304.4,108.8,195.6,Residence Hall/Dormitory
11354,In Compliance ,81.9,81.9,156.9,156.9,13,482.4,229.4,253,Multifamily Housing
10019,In Compliance ,78.4,74.9,114.3,111,76,941.6,683,258.7,Multifamily Housing
10035,In Compliance ,169.9,167.7,247.8,244.9,1,3032.4,2216.9,815.5,Multifamily Housing
10035,In Compliance ,169.9,168,247.9,246,14,2520.8,1842.2,678.6,Multifamily Housing
10035,In Compliance ,171.5,169.6,250.1,248.3,1,2739.9,2002.3,737.6,Multifamily Housing
11357,In Compliance ,209.2,201.3,300.9,293.2,3,1437.9,1123.9,314.1,Multifamily Housing
11238,In Compliance ,117.1,110.8,147.1,140.4,37,908.3,775.9,132.3,Multifamily Housing
11238,In Compliance ,124.2,117.4,155.9,148.8,33,522,446.1,76,Multifamily Housing
11225,In Compliance ,85.6,81.6,112.5,108.3,83,373.2,304.3,68.9,Multifamily Housing
11225,In Compliance ,114.3,108.4,147.9,141.7,49,488.2,404.8,83.5,Multifamily Housing
11226,In Compliance ,74.6,70.5,102.6,98.2,85,584.8,454.3,130.6,Multifamily Housing
11203,In Compliance ,101.9,98.8,135.2,132,62,528.8,426.8,102,Multifamily Housing
10025,In Compliance ,104,100.1,158,153.7,12,913,675.3,237.7,Multifamily Housing
11357,In Compliance ,82.3,78.8,112.6,109.2,52,1346.1,1099.4,246.8,Multifamily Housing
10013,In Compliance ,89.4,84.3,131.4,126.2,55,707.3,542.8,164.5,Multifamily Housing
11357,In Compliance ,176.1,165.9,263.3,253.4,11,874.6,657.2,217.4,Multifamily Housing
11220,In Compliance ,91.5,89.3,127.5,125.1,66,1911.6,1463.6,447.9,Multifamily Housing
10473,In Compliance ,82.4,78.9,122,118.4,61,5499.4,3912.9,1586.5,Multifamily Housing
11362,In Compliance ,132.1,127.1,175.3,168.9,7,393.5,330,63.5,Multifamily Housing
11374,In Compliance ,62.5,62.8,109.2,109.9,80,306.7,182.2,124.5,Multifamily Housing
11374,In Compliance ,104.4,100.6,147.4,143,40,431.8,325.6,106.2,Multifamily Housing
10022,In Compliance ,55.4,53.4,98.2,95.7,83,316.5,6.2,310.3,Multifamily Housing
11357,In Compliance ,143.4,140.6,232,229.6,25,901.4,621.6,279.8,Multifamily Housing
10038,In Compliance ,67.8,64,128.4,123.7,60,795.8,386.9,408.9,Multifamily Housing
11357,In Compliance ,278,268.2,375.7,365.5,1,926.9,733.8,193.1,Multifamily Housing
10017,In Compliance ,102.5,100.6,220.4,218.2,72,5850.5,0,5850.5,Office
11362,In Compliance ,109.7,104.4,157.6,152.2,21,513.3,402.3,111,Multifamily Housing
11362,In Compliance ,106.9,101.4,150,144.2,24,342.8,260.2,82.5,Multifamily Housing
11362,In Compliance ,116.9,107.5,162.1,152.5,19,395.8,320.1,75.7,Multifamily Housing
11357,In Compliance ,73.6,72.6,102.1,101.1,63,540,435.4,104.6,Multifamily Housing
11362,In Compliance ,115.9,104.6,162.7,151.3,20,476.3,381.2,95.1,Multifamily Housing
11357,In Compliance ,42,40.2,71.5,69.8,96,554.9,358.7,196.2,Multifamily Housing
10017,In Compliance ,94.7,89.5,233.6,228.1,69,774,181,593,Office
10022,In Compliance ,126.1,126.1,283.7,283.7,59,12538.1,0,12538.1,Office
10004,In Compliance ,113.8,112.9,224.8,223.5,77,10370.7,0,10370.7,Office
10036,In Compliance ,154.4,149.6,318,312.2,62,12098.1,1.1,12097,Office
10022,In Compliance ,122.5,120.4,278.6,276,60,4649.7,0,4649.7,Office
